col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
Sn Name,Red shift,Redshift error,ArcMin^2 per Kpc^2 at Redshift,ArcMin^2 / Kpc^2 error,Photometry,Exposure Time (s),Photometry Error N^(1/2)/s,Flux (erg s-1 cm-2 A-1 px-1),Flux error (erg s-1 cm-2 A-1 px-1),Luminosity (erg s-1 A-1 px-1),Luminosity Error (erg s-1 A-1 px-1),Surface Brightness (erg s-1 A-1 Kpc^-2),Surface Brightness error (erg s-1 A-1 Kpc^-2),log10 of Surface Brightness,Error in log10,File Path
LSQ13cwp,0.067,0.001415057731495088,0.00014496460587866075,6.03668581195167e-06,0.0155544177293,179.05,0.00932051030083,3.20421005224e-18,1.92002512197e-18,3.1254871626e+37,1.87736185927e+37,7.24936023529e+36,4.36486816701e+36,36.8602996813,0.721294899881,./Tar archives (uncomp.)/LSQ13cwp/1/AIS_177/AIS_177_sg40-nd-int.fits
LSQ14ac,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.0515113906116,344.15,0.0122342615752,1.0611346466e-17,2.5202578845e-18,8.32686198766e+37,2.01528469482e+37,2.40076249245e+37,5.91704539937e+36,37.3803491974,1.76209211263,./Tar archives (uncomp.)/LSQ14act/1/AIS_344/AIS_344_sg18-nd-int.fits
LSQ14ag,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.10864172418,104.0,0.0323207663443,2.23801951811e-17,6.65807786693e-18,1.75620310888e+38,5.28821520439e+37,5.06340390795e+37,1.5428142228e+37,37.7044425725,1.42532285765,./Tar archives (uncomp.)/LSQ14age/1/AIS_230/AIS_230_sg67-nd-int.fits
LSQ14ahm,0.05,0.001415057731495088,0.0002583304528498816,1.4482812814514765e-05,0.0491564172657,186.0,0.0162567465319,1.01262219567e-17,3.34888978558e-18,5.54281721632e+37,1.8591606938e+37,2.29100557049e+37,7.79104647305e+36,37.3600261452,1.2770698785,./Tar archives (uncomp.)/LSQ14ahm/1/AIS_321/AIS_321_sg31-nd-int.fits
SN2013fj,0.03357,0.001415057731495088,0.0005689314340028612,4.7778832315009776e-05,0.477153220021,182.0,0.0512027436458,9.82935633244e-17,1.0547765191e-17,2.4430022658e+38,3.32445821279e+37,2.22384125177e+38,3.55610427982e+37,38.347103782,2.71589893961,./Tar archives (uncomp.)/LSQ14fmg/1/AIS_151/AIS_151_sg11-nd-int.fits
LSQ14fmg,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.0222635273899,144.0,0.0124341393624,4.58628664233e-18,2.56143270865e-18,3.59891895236e+37,2.0169551533e+37,1.03762373473e+37,5.83524990224e+36,37.0160398973,0.772262147866,./Tar archives (uncomp.)/LSQ14fmg/2/AIS_151/AIS_151_sg12-nd-int.fits
PS1-12bwh,0.025,0.001415057731495088,0.0010220001125680243,0.00011580174606895077,1.00654030744,216.0,0.0682635255239,2.07347303332e-16,1.40622862579e-17,2.86883894514e+38,3.77065733697e+37,4.6911259598e+38,8.14070052989e+37,38.6712770942,2.50264717487,./Tar archives (uncomp.)/PS1-12bwh/1/AIS_83/AIS_83_sg68-nd-int.fits
PS1-12bwh,0.025,0.001415057731495088,0.0010220001125680243,0.00011580174606895077,0.963952630825,1547.0,0.0249621904479,1.9857424195e-16,5.14221123227e-18,2.747455644e+38,3.17401730502e+37,4.49263996391e+38,7.26990525505e+37,38.652501616,2.68384342994,./Tar archives (uncomp.)/PS1-12bwh/2/MISGCSN1_04180_0084/MISGCSN1_04180_0084-nd-int.fits
PS1-13dkh,0.03,0.001415057731495088,0.0007112778969674802,6.695515937080719e-05,0.0577694887819,112.0,0.0227112085936,1.19005146891e-17,4.67850897029e-18,2.36583880887e+37,9.56155813573e+36,2.69243016406e+37,1.1172743792e+37,37.4301444474,1.04657153599,./Tar archives (uncomp.)/PS1-13dkh/1/AIS_175/AIS_175_sg19-nd-int.fits
PS1-13dkh,0.03,0.001415057731495088,0.0007112778969674802,6.695515937080719e-05,0.0778663450164,105.0,0.0272320446721,1.60404670734e-17,5.60980120245e-18,3.18886707896e+37,1.15458346079e+37,3.62907307141e+37,1.35764992689e+37,37.5597957128,1.16089308306,./Tar archives (uncomp.)/PS1-13dkh/2/AIS_175/AIS_175_sg29-nd-int.fits
