Sn Name,Redshift,Redshift Error,Exposure Time (s),Flux (erg s-1 cm-2 A-1 pi-1 kpc-2),Flux Error (erg s-1 cm-2 A-1 pi-1 kpc-2),Luminosity (erg s-1 A-1 kpc-2),Luminosity Error (erg s-1 A-1 kpc-2),Surface Brightness (erg s-1 A-1 arcsec^-2),Surface Brightness Error (erg s-1 A-1 arcsec^-2),File Path
SN2011ao,0.010694,0.0010012505905616358,96.0,3.1150640856452e-16,6.740030982425345e-17,8.106211786746253e+37,2.3277933324866993e+37,4.0566572061052564e+36,1.3897381932124e+36,./fits files/Friedman Supernova/6374856428783403008/AIS_112_sg22-fd-int.fits
SN2008gl,0.034017,0.0010017712012994906,2273.75,1.6933788770719176e-18,1.0211033461050051e-18,4.6196840349948717e+36,2.79959587645541e+36,2.3155482172040568e+36,1.4097694530449524e+36,./fits files/Friedman Supernova/2917138626410184704/MISWZS01_17216_0267-fd-int.fits
SN2008fv,0.009346,0.0010012371003813355,108.0,5.69458978628106e-16,8.591784263271183e-17,1.1294805836638487e+38,2.9741585808189566e+37,4.3197015371774977e+36,1.465249389567008e+36,./fits files/Friedman Supernova/6375067527499743232/AIS_118_sg15-fd-int.fits
SN2005eq,0.028977,0.001001612724556265,1693.05,4.997220236129951e-18,2.0327939332465462e-18,9.817894476386798e+36,4.0535410602392337e+36,3.578785543457104e+36,1.4978938369241044e+36,./fits files/Friedman Supernova/2422868567306272768/MISDR1_18848_0459-fd-int.fits
SN2012bm,0.0248,0.0010015005858530612,1572.2,1.4384472418125893e-17,3.5789620633878095e-18,2.0570330166762755e+37,5.390665297782116e+36,5.502361665491765e+36,1.5081700953532975e+36,./fits files/Other Supernova/SN2012bm/2/GI1_047086_UGC08215/GI1_047086_UGC08215-fd-int.fits
SN2005bl,0.02406,0.0010014825345776254,104.05,1.592641373959006e-18,4.629157309142414e-18,2.1412443131845046e+36,6.226367902257953e+36,5.392652368905808e+35,1.568725733875078e+36,./fits files/Friedman Supernova/6378867509478555648/AIS_226_sg80-fd-int.fits
SN2008fv,0.009346,0.0010012371003813355,1684.15,6.763051107034888e-16,2.3710732101029266e-17,1.3414021375384791e+38,2.932840279023165e+37,5.130196091288163e+36,1.568894013866786e+36,./fits files/Friedman Supernova/2486587465159147520/NGA_NGC3147-fd-int.fits
PTF10icb,0.008544,0.0010012299353295549,102.05,8.649924790842942e-16,1.0893405437506433e-16,1.4320553691709651e+38,3.8297651966367077e+37,4.5788494832312686e+36,1.626899585801026e+36,./fits files/Friedman Supernova/6374434245309366272/AIS_100_sg49-fd-int.fits
SN2009dc,0.021391,0.0010014219681757659,91.05,4.2272083521930194e-18,8.062149737783749e-18,4.4741656313435794e+36,8.543761533638113e+36,8.917131814784215e+35,1.7048211031630936e+36,./fits files/Friedman Supernova/6387909885589192704/AIS_483_sg73-fd-int.fits
PSNJ07250042+2347030,0.018,0.0010013552733490869,217.0,3.600012435247766e-17,1.5240041293878028e-17,2.684097831328165e+37,1.1759079777410965e+37,3.793463455263967e+36,1.7142729630289022e+36,./fits files/Other Supernova/PSN J07250042+2347030/1/AIS_198/AIS_198_sg05-fd-int.fits
SN2011gf,0.027,0.0010015574788618097,277.05,2.187448429713931e-18,3.3247105146423962e-18,3.720094926014907e+36,5.661194140299799e+36,1.1783331960629958e+36,1.7952773313328063e+36,./fits files/Other Supernova/SN2011gf/3/AIS_245/AIS_245_sg83-fd-int.fits
SNhunt206,0.027,0.0010015574788618097,312.05,2.5120940741970163e-18,3.357143475503853e-18,4.272205137341035e+36,5.718495240753805e+36,1.3532130856436213e+36,1.8140701047019486e+36,./fits files/Other Supernova/SNhunt206/1/AIS_184/AIS_184_sg72-fd-int.fits
SN2007fb,0.018026,0.0010013557410531108,160.0,3.149895554379157e-17,1.660168189933721e-17,2.355382732063183e+37,1.26944662380348e+37,3.338472933553575e+36,1.8368266263916536e+36,./fits files/Friedman Supernova/6381013703562625024/AIS_287_sg31-fd-int.fits
PTF10icb,0.008544,0.0010012299353295549,1640.35,1.0594634874522572e-15,3.007036915653769e-17,1.754015684914119e+38,4.1679608097214327e+37,5.608284417869971e+36,1.8700833930389878e+36,./fits files/Friedman Supernova/3074201663414730752/GI1_080030_IRASF12522p5909-fd-int.fits
SN2013bs,0.0276,0.0010015738332564527,177.0,1.3196527170778186e-18,3.2307788077252116e-18,2.3472519373815187e+36,5.74918191374372e+36,7.766947044148058e+35,1.903202373737865e+36,./fits files/Friedman Supernova/6371302827603525632/AIS_11_sg41-fd-int.fits
SN2005ch,0.027,0.0010015574788618097,1704.0,1.317446020209051e-17,3.289998072209335e-18,2.2405210511496115e+37,5.846579996844874e+36,7.096809042654428e+36,1.9244347194809125e+36,./fits files/Friedman Supernova/2428216591863775232/MISDR1_33770_0534-fd-int.fits
SN2014aa,0.01698,0.0010013374575356824,96.0,4.005598724953175e-17,2.4169191249084617e-17,2.6534696242007207e+37,1.632150161313584e+37,3.3386796921864884e+36,2.0907604856095514e+36,./fits files/Other Supernova/SN2014aa/4/AIS_226/AIS_226_sg41-fd-int.fits
PSNJ03034759+0024146,0.04,0.0010019922072870748,3403.05,1.6610181565626862e-18,8.266411971889096e-19,6.32160068527957e+36,3.1629346500276236e+36,4.3697021934145246e+36,2.197067660885911e+36,./fits files/Other Supernova/PSN J03034759+0024146/3/MISGCSS_18524_0410/MISGCSS_18524_0410-fd-int.fits
PS1-10w,0.031255,0.0010016812160008914,16222.5,2.110701873768202e-17,1.3496419501719415e-18,4.841007842947262e+37,4.434764676639361e+36,2.0509322845633961e+37,2.2878991962604124e+36,./fits files/Friedman Supernova/2538202939013464064/LOCK_01-fd-int.fits
SN2007ca,0.014066,0.0010012922829124493,111.0,1.9034851285172184e-16,4.899787799319051e-17,8.614289644822027e+37,2.540425927347491e+37,7.447247513485611e+36,2.4373798715655425e+36,./fits files/Friedman Supernova/6379148913588305920/AIS_234_sg14-fd-int.fits
SN2007S,0.01388,0.0010012896872853652,215.0,2.6077063236548707e-16,4.1207297504079306e-17,1.1487938354321663e+38,2.470141408188229e+37,9.671440839450299e+36,2.501971746567964e+36,./fits files/Friedman Supernova/6382702557717856256/AIS_335_sg35-fd-int.fits
SN2011hk,0.018,0.0010013552733490869,108.0,5.022775506525694e-17,2.551667167794235e-17,3.744881743272642e+37,1.9487997939326463e+37,5.2926804200577254e+36,2.8160246029960355e+36,./fits files/Other Supernova/SN2011hk/1/AIS_284/AIS_284_sg34-fd-int.fits
SN2010iw,0.021498,0.001001424259476484,216.0,2.5746513320864507e-17,1.2918032111699877e-17,2.7528432839806344e+37,1.4055899823672937e+37,5.541256970302209e+36,2.8756198952177274e+36,./fits files/Friedman Supernova/6378480487828029440/AIS_215_sg86-fd-int.fits
iPTF13dk,0.03,0.0010016428422666558,2690.3,1.882415653294768e-17,3.1298347777235987e-18,3.97017254603681e+37,7.136057595935987e+36,1.5504849959970973e+37,2.9706099724465345e+36,./fits files/Other Supernova/iPTF13dkx/2/NGRG_A227/NGRG_A227-fd-int.fits
SN2005cf,0.006461,0.0010012143266978476,2921.95,4.003794196899011e-15,4.379893059106833e-17,3.778255737214398e+38,1.1775866379689722e+38,6.914421219744342e+36,3.0370030015364227e+36,./fits files/Friedman Supernova/3052176246487121920/GI1_026023_Arp254-fd-int.fits
SN2007nq,0.045031,0.0010022056547560607,3098.2,1.214774392355287e-18,7.408957606207398e-19,5.903060721943238e+36,3.610519681462578e+36,5.1598764735226317e+36,3.1641428775340104e+36,./fits files/Friedman Supernova/2915555329666187264/MISWZS01_29158_0269-fd-int.fits
SN2010kg,0.016632,0.001001331616842305,183.3,1.4882265723597398e-16,3.371454609404706e-17,9.453611722808406e+37,2.4322011849225544e+37,1.1413995458191218e+37,3.240153333413447e+36,./fits files/Friedman Supernova/6381858110239145984/AIS_311_sg14-fd-int.fits
SN2005cf,0.006461,0.0010012143266978476,204.0,4.2719182060422215e-15,1.7122232808772787e-16,4.031276003994062e+38,1.2660255093036795e+38,7.377462586800278e+36,3.2528460352606835e+36,./fits files/Friedman Supernova/6382878523601715200/AIS_340_sg76-fd-int.fits
SN2009na,0.020979,0.0010014132523114643,1584.0,1.0452978085381949e-16,9.611838027128051e-18,1.063490044076926e+38,1.4213832452302212e+37,2.039069260862482e+37,3.3439395800159e+36,./fits files/Friedman Supernova/3064033379881058304/GI1_080015_CGCG155_018-fd-int.fits
PSNJ03034759+0024146,0.04,0.0010019922072870748,1579.05,1.8815994925833897e-18,1.2916047984572249e-18,7.161102119649194e+36,4.9295257823276335e+36,4.949993711618407e+36,3.416307543633827e+36,./fits files/Other Supernova/PSN J03034759+0024146/4/SDSS_1179_181_18524/SDSS_1179_181_18524-fd-int.fits
SN2005bo,0.013896,0.0010012899092071308,96.0,3.145602846836566e-16,6.77298861397246e-17,1.38898858135493e+38,3.6107202193235605e+37,1.1720480633325478e+37,3.481164506397035e+36,./fits files/Friedman Supernova/6382561868547883008/AIS_331_sg80-fd-int.fits
iPTF13dk,0.03,0.0010016428422666558,2433.3,2.3579120557167488e-17,3.68323972751898e-18,4.973034352530409e+37,8.478001610926812e+36,1.9421360303026606e+37,3.552769266640884e+36,./fits files/Other Supernova/iPTF13dkx/3/MISWZS01_17251_0267/MISWZS01_17251_0267-fd-int.fits
SN2009jr,0.016548,0.001001330225134558,192.0,1.847579247922354e-16,3.6704131447429537e-17,1.1616570803783657e+38,2.711568130738889e+37,1.3884677944983823e+37,3.647909911934372e+36,./fits files/Friedman Supernova/6379430385343791104/AIS_242_sg11-fd-int.fits
SN2005eq,0.028977,0.001001612724556265,295.0,5.903809390225976e-18,5.293210458509802e-18,1.1599044041098535e+37,1.0431645409448551e+37,4.2280441322773805e+36,3.813583352098013e+36,./fits files/Friedman Supernova/6377284192333463552/AIS_181_sg61-fd-int.fits
LSQ12fm,0.067,0.0010034327996752072,1696.15,4.265592793918738e-20,1.8763834235541328e-19,4.737017332669858e+35,2.0838104908241155e+36,9.07696151062723e+35,3.99303858974282e+36,./fits files/Other Supernova/LSQ12fmx/4/MISGCSS_18648_0410o/MISGCSS_18648_0410o-fd-int.fits
LSQ12fhs,0.033,0.00100173718282992,170.0,1.3747673828759525e-18,3.3647605777028643e-18,3.5242170844861846e+36,8.628351845257645e+36,1.6631607255012123e+36,4.0731553033252374e+36,./fits files/Other Supernova/LSQ12fhs/1/AIS_162/AIS_162_sg75-fd-int.fits
SN2011hb,0.029,0.0010016133902180145,1643.35,2.849689932840986e-17,4.927172711683432e-18,5.607789058494399e+37,1.047280662788199e+37,2.0473578564315556e+37,4.073592306063407e+36,./fits files/Other Supernova/PTF11pbp/1/NGRG_HCG96/NGRG_HCG96-fd-int.fits
SN2011hb,0.029,0.0010016133902180145,1643.35,2.849689932840986e-17,4.927172711683432e-18,5.607789058494399e+37,1.047280662788199e+37,2.0473578564315556e+37,4.073592306063407e+36,./fits files/Other Supernova/CSS121006:232854+085452/1/NGRG_HCG96/NGRG_HCG96-fd-int.fits
SN2005eu,0.03412,0.001001774704144612,4480.2,2.0449473853347022e-17,2.5278794799790097e-18,5.613492474898345e+37,7.718713177526668e+36,2.830616639302532e+37,4.227350324285287e+36,./fits files/Friedman Supernova/3082962572064849920/GI2_034001_UGC1922-fd-int.fits
SN2009fw,0.028226,0.0010015912791852895,186.0,5.925734534653532e-18,6.678495118766496e-18,1.1033991464240234e+37,1.2461355010697055e+37,3.8175498079262686e+36,4.3197896600425556e+36,./fits files/Friedman Supernova/6379782243023323136/AIS_252_sg24-fd-int.fits
SN2011hr,0.013,0.0010012778752494357,105.0,5.750115291324377e-16,8.756038209857121e-17,2.2191125634758425e+38,4.831080936218203e+37,1.6394644365166358e+37,4.3681648095930744e+36,./fits files/Other Supernova/SN2011hr/1/AIS_85/AIS_85_sg74-fd-int.fits
SN2012bm,0.0248,0.0010015005858530612,211.0,2.0388131435468167e-17,1.1630851512096999e-17,2.915578569169212e+37,1.6804672785747145e+37,7.798886853866522e+36,4.538529662937082e+36,./fits files/Other Supernova/SN2012bm/1/AIS_103/AIS_103_sg75-fd-int.fits
SN2010ex,0.022812,0.0010014533293209546,220.0,3.9914160466730843e-17,1.593735227554599e-17,4.814910745095152e+37,1.9700658724669837e+37,1.0906781999396252e+37,4.563202687574189e+36,./fits files/Friedman Supernova/6376087915092508672/AIS_147_sg53-fd-int.fits
SN2013bs,0.0276,0.0010015738332564527,176.0,8.027122245709066e-18,7.990751896239239e-18,1.4277755047980414e+37,1.4252373590305172e+37,4.724442468271647e+36,4.7283426733414076e+36,./fits files/Friedman Supernova/6400285910088286208/MISMWS_11196_0012-fd-int.fits
SN2013bs,0.0276,0.0010015738332564527,176.0,8.027122245709066e-18,7.990751896239239e-18,1.4277755047980414e+37,1.4252373590305172e+37,4.724442468271647e+36,4.7283426733414076e+36,./fits files/Other Supernova/SN2013bs/3/MISMWS_11196_0012/MISMWS_11196_0012-fd-int.fits
PTF11qmo,0.055,0.0010027030385233828,1304.0,2.32117639185255e-19,4.9920540355397755e-19,1.707322824560819e+36,3.6724362168638084e+36,2.2164452486703616e+36,4.7682222561300646e+36,./fits files/Other Supernova/PTF11qmo/2/NGA_NGC3115/NGA_NGC3115-fd-int.fits
SN2005eu,0.03412,0.001001774704144612,3352.3,2.1298623351067802e-17,2.982416799471569e-18,5.846588658678111e+37,8.911814102452683e+36,2.948155932232087e+37,4.811070737694311e+36,./fits files/Friedman Supernova/3071351729275535360/GI1_113008_RW_TRI-fd-int.fits
SN2009ds,0.019227,0.0010013780809429696,106.0,8.78781457218796e-17,3.4068384875755183e-17,7.489754107814782e+37,3.0095841806142473e+37,1.2071220264275534e+37,5.0095414932625536e+36,./fits files/Friedman Supernova/6382209968992419840/AIS_321_sg28-fd-int.fits
SN2007cq,0.026218,0.0010015367027663162,256.0,1.977795250981559e-17,1.0400032674857662e-17,3.1677880523709655e+37,1.6839349981104317e+37,9.464342023425823e+36,5.082168778485532e+36,./fits files/Friedman Supernova/6376404589473693696/AIS_156_sg67-fd-int.fits
SN2007cq,0.026218,0.0010015367027663162,435.1,3.159172306503449e-17,1.008221894616243e-17,5.059971846406341e+37,1.6622737297737117e+37,1.5117584696820806e+37,5.097382555316927e+36,./fits files/Friedman Supernova/6376404588399951872/AIS_156_sg66-fd-int.fits
SN2007rx,0.0301,0.001001645842333519,248.0,7.759189000811328e-18,6.618298512412943e-18,1.6476537271754142e+37,1.4098539399207602e+37,6.477323151440824e+36,5.5589948606081e+36,./fits files/Friedman Supernova/6376756456816902144/AIS_166_sg89-fd-int.fits
SN2013fw,0.01695,0.0010013369492653432,121.0,2.450859885402491e-16,5.325134403691136e-17,1.6177419224459747e+38,4.01296493523641e+37,2.0283344847948006e+37,5.56926061192658e+36,./fits files/Other Supernova/SN2013fw/1/AIS_160/AIS_160_sg46-fd-int.fits
SN2011hb,0.029,0.0010016133902180145,284.05,1.1946042203545538e-17,7.673237728439932e-18,2.3508131179229285e+37,1.5190749334047826e+37,8.582626157614547e+36,5.577216321794336e+36,./fits files/Other Supernova/PTF11pbp/2/AIS_149/AIS_149_sg09-fd-int.fits
SN2012bp,0.02829,0.0010015930848223866,227.05,1.2906731805866422e-17,8.920956342177787e-18,2.4144368075930505e+37,1.6779353384242283e+37,8.391178412440386e+36,5.861346697882601e+36,./fits files/Other Supernova/SN2012bp/3/AIS_10/AIS_10_sg73-fd-int.fits
SN2008Z,0.02099,0.0010014134828151779,110.0,7.284636569894536e-17,3.044890087156583e-17,7.419315931226641e+37,3.1834993099920287e+37,1.4240185346578744e+37,6.258122672104532e+36,./fits files/Friedman Supernova/6373941690943668224/AIS_86_sg74-fd-int.fits
SN2011gf,0.027,0.0010015574788618097,105.0,1.0195792839380944e-17,1.1659497816021474e-17,1.733952521725985e+37,1.987218148160122e+37,5.492262583029269e+36,6.307496234010433e+36,./fits files/Other Supernova/SN2011gf/2/AIS_245/AIS_245_sg91-fd-int.fits
SN2012bo,0.02543,0.0010015163844710802,96.0,1.618528761217817e-17,1.5363444419936553e-17,2.435966354314002e+37,2.3205301813290235e+37,6.849342616573419e+36,6.546783582843688e+36,./fits files/Other Supernova/SN2012bo/1/AIS_330/AIS_330_sg02-fd-int.fits
SN2006ac,0.023106,0.0010014600694486149,213.0,7.003845477429953e-17,2.145569073662685e-17,8.671904726764106e+37,2.7644907878917714e+37,2.0150691579055718e+37,6.654718992239938e+36,./fits files/Friedman Supernova/6374891607786782720/AIS_113_sg17-fd-int.fits
SN2006cp,0.022289,0.0010014415524557709,93.0,4.657849035725172e-17,2.6479834346236606e-17,5.359891272527853e+37,3.0862083690899794e+37,1.1593590459905586e+37,6.755574698658861e+36,./fits files/Friedman Supernova/6378726707565690880/AIS_222_sg20-fd-int.fits
SN2009lf,0.045,0.0010022042623457678,336.0,6.361606992706378e-19,1.6280875864556542e-18,3.086956413696151e+36,7.901537758530181e+36,2.694637550728908e+36,6.898361075790387e+36,./fits files/Friedman Supernova/6377389717532442624/AIS_184_sg35-fd-int.fits
SN2009na,0.020979,0.0010014132523114643,112.0,8.912362068919615e-17,3.3377316622160844e-17,9.06747173110381e+37,3.5078613206064917e+37,1.7385402885159408e+37,6.925701614974206e+36,./fits files/Friedman Supernova/6387874664709881856/AIS_482_sg39-fd-int.fits
SN2005ao,0.038407,0.001001929878341306,74.0,5.558268196577772e-19,3.2427831496769494e-18,1.9456589498274357e+36,1.1351767710584953e+37,1.24078775465875e+36,7.239546293963866e+36,./fits files/Friedman Supernova/6371056515524067328/AIS_4_sg21-fd-int.fits
SN2007if,0.0745,0.0010039614701092988,1632.0,5.769225254366394e-20,2.2246551973083875e-19,8.006179437423363e+35,3.0873245345656045e+36,1.8904233915194505e+36,7.289979407029552e+36,./fits files/Friedman Supernova/2418435336423079936/MISDR1_16952_0422-fd-int.fits
PTF12iiq,0.029,0.0010016133902180145,108.0,7.941864461021037e-18,1.0146432278738505e-17,1.5628472457759292e+37,1.9997201647848323e+37,5.70582729426138e+36,7.311311015506526e+36,./fits files/Other Supernova/PTF12iiq/1/AIS_180/AIS_180_sg73-fd-int.fits
SN2011hb,0.029,0.0010016133902180145,221.0,1.6752167452839528e-17,1.0301569204561187e-17,3.2965909822492085e+37,2.040514572472761e+37,1.2035583679321587e+37,7.495413401549802e+36,./fits files/Other Supernova/CSS121006:232854+085452/2/AIS_149/AIS_149_sg03-fd-int.fits
SN2011hb,0.029,0.0010016133902180145,221.0,1.6752167452839528e-17,1.0301569204561187e-17,3.2965909822492085e+37,2.040514572472761e+37,1.2035583679321587e+37,7.495413401549802e+36,./fits files/Other Supernova/PTF11pbp/3/AIS_149/AIS_149_sg03-fd-int.fits
PSNJ03034759+0024146,0.04,0.0010019922072870748,488.0,3.0167413248077114e-18,2.941867794915447e-18,1.148129173113943e+37,1.1211986954116704e+37,7.936253515287209e+36,7.760114285645961e+36,./fits files/Other Supernova/PSN J03034759+0024146/1/AIS_181/AIS_181_sg04-fd-int.fits
SN2009ad,0.0284,0.0010015961978082906,189.05,1.922183962171623e-17,1.1930898473237669e-17,3.6244096063568935e+37,2.2647558744338333e+37,1.2693875646446635e+37,7.9816715875409e+36,./fits files/Friedman Supernova/6381858104870436864/AIS_311_sg09-fd-int.fits
SN2011io,0.04,0.0010019922072870748,205.0,1.5028285235741068e-18,3.2036258486001057e-18,5.71955326734276e+36,1.2196117048216059e+37,3.953546847059919e+36,8.432650325969984e+36,./fits files/Other Supernova/SN2011io/2/AIS_148/AIS_148_sg65-fd-int.fits
SN2005ls,0.021118,0.001001416173919727,112.0,1.2341955110148138e-16,3.9277786100887797e-17,1.2726391469047134e+38,4.2317255644543725e+37,2.472370251186622e+37,8.54591261473939e+36,./fits files/Friedman Supernova/6372991654915211264/AIS_59_sg20-fd-int.fits
PS1-10w,0.031255,0.0010016812160008914,224.0,1.264920042554982e-17,8.891428834578705e-18,2.901161894444945e+37,2.0481582460356094e+37,1.229100795763173e+37,8.712391838001392e+36,./fits files/Friedman Supernova/6375102788107501568/AIS_119_sg86-fd-int.fits
SN2010ag,0.033791,0.001001763552513778,156.55,4.7997048947636085e-18,6.551560869940406e-18,1.2916237775426946e+37,1.7648041770577653e+37,6.388969457241055e+36,8.737632549805657e+36,./fits files/Friedman Supernova/6371478745169002496/AIS_16_sg37-fd-int.fits
PS1-13dkh,0.03,0.0010016428422666558,105.0,1.2355887683092941e-17,1.2835308251934456e-17,2.605960377319941e+37,2.712916001390062e+37,1.0177145749574281e+37,1.0616330933045377e+37,./fits files/Other Supernova/PS1-13dkh/2/AIS_175/AIS_175_sg29-fd-int.fits
SN2013bo,0.036,0.0010018404980155398,224.0,6.126907238780219e-18,6.188147448744445e-18,1.87757651019717e+37,1.8993769379618743e+37,1.0531088192665359e+37,1.066922180350878e+37,./fits files/Other Supernova/SN2013bo/1/AIS_108/AIS_108_sg22-fd-int.fits
SNF20080522-011,0.03777,0.0010019056624074067,1939.0,2.9816690938938883e-17,4.639859613363025e-18,1.0084371387944274e+38,1.6628577674337814e+37,6.221208758272558e+37,1.0767928083379024e+37,./fits files/Friedman Supernova/2933393806315225088/MISWZN15_33671_0338-fd-int.fits
iPTF13dkj,0.03,0.0010016428422666558,160.1,2.1025692452143712e-17,1.3559494456248227e-17,4.434494942113769e+37,2.8757963689852556e+37,1.7318184015543457e+37,1.1289549844124488e+37,./fits files/Other Supernova/iPTF13dkj/1/AIS_145/AIS_145_sg20-fd-int.fits
PTF12ik,0.045,0.0010022042623457678,2410.1,1.253797723676754e-17,2.698734950059616e-18,6.084027084695817e+37,1.3391479025049695e+37,5.310812867112532e+37,1.192186489493786e+37,./fits files/Other Supernova/PTF12ikt/2/GI3_121007_J011536p002330/GI3_121007_J011536p002330-fd-int.fits
PS1-12bwh,0.025,0.001001505558378996,109.0,9.245010747693983e-17,3.445914391577694e-17,1.3438875407019767e+38,5.127841441939593e+37,3.652661971840937e+37,1.4238034790435665e+37,./fits files/Other Supernova/PS1-12bwh/1/AIS_83/AIS_83_sg68-fd-int.fits
PTF11qmo,0.055,0.0010027030385233828,112.0,2.7252006000070253e-19,1.8456707918557684e-18,2.004499615897522e+36,1.3575897389731548e+37,2.602239942970646e+36,1.7624469298344244e+37,./fits files/Other Supernova/PTF11qmo/1/AIS_315/AIS_315_sg87-fd-int.fits
SN2005iq,0.034044,0.0010017721184980269,112.0,1.3552413001634237e-17,1.3015573220699316e-17,3.703236346168404e+37,3.5635580591150176e+37,1.8591180769495417e+37,1.7922888133962177e+37,./fits files/Friedman Supernova/6380556295988051968/AIS_274_sg21-fd-int.fits
iPTF14gnl,0.05,0.001002441211974061,248.0,1.5399188385257478e-18,2.9484048054329566e-18,9.293077197727064e+36,1.7797177022867666e+37,9.992667547414726e+36,1.9141064427928765e+37,./fits files/Other Supernova/iPTF14gnl/1/AIS_267/AIS_267_sg38-fd-int.fits
iPTF13dk,0.03,0.0010016428422666558,96.0,3.7342848878344217e-17,2.3336306975167006e-17,7.875920132097838e+37,4.951116076114338e+37,3.0758098931189255e+37,1.9443118346640564e+37,./fits files/Other Supernova/iPTF13dkx/1/AIS_266/AIS_266_sg27-fd-int.fits
iPTF13dkl,0.04,0.0010019922072870748,346.05,1.415380221747073e-17,7.567129430252352e-18,5.3867373721208165e+37,2.89331676605445e+37,3.7234933495745383e+37,2.0084862765605634e+37,./fits files/Other Supernova/iPTF13dkl/1/AIS_149/AIS_149_sg59-fd-int.fits
SN2011ha,0.094,0.001005596531151547,13321.1,6.565986377988832e-19,2.626902593719162e-19,1.4905104621614244e+37,5.972850283393926e+36,5.553595128089066e+37,2.2285008656219006e+37,./fits files/Other Supernova/SN2011ha/4/WDST_HZ_4_ST/WDST_HZ_4_ST-fd-int.fits
SN2005eu,0.03412,0.001001774704144612,96.0,1.945479691916564e-17,1.684386410632895e-17,5.340448213465269e+37,4.63490291276659e+37,2.6929334352838907e+37,2.3424241342671866e+37,./fits files/Friedman Supernova/6373167617577844736/AIS_64_sg58-fd-int.fits
SN2013fj,0.03357,0.0010017561221994226,182.0,4.2542826734553306e-17,1.809012157875741e-17,1.1295486055327761e+38,4.852541559895847e+37,5.514961606696956e+37,2.3916481443492614e+37,./fits files/Other Supernova/SN2013fj/1/AIS_151/AIS_151_sg11-fd-int.fits
SN2013fj,0.03357,0.0010017561221994226,182.0,4.2542826734553306e-17,1.809012157875741e-17,1.1295486055327761e+38,4.852541559895847e+37,5.514961606696956e+37,2.3916481443492614e+37,./fits files/Other Supernova/LSQ14fmg/1/AIS_151/AIS_151_sg11-fd-int.fits
SN2008fr,0.039,0.001001952785047292,90.05,6.582569984701997e-18,1.011625761154127e-17,2.378008735212398e+37,3.65674496942696e+37,1.5632883452610386e+37,2.4052403336252763e+37,./fits files/Friedman Supernova/6380204467299549184/AIS_264_sg35-fd-int.fits
SN2010dw,0.03812,0.001001918917809233,94.0,8.551635998980811e-18,1.128560106038149e-17,2.9476525836828807e+37,3.8932813751855006e+37,1.8520258621654633e+37,2.44807359798365e+37,./fits files/Friedman Supernova/6382878506421846016/AIS_340_sg60-fd-int.fits
SN2013da,0.0216,0.0010014264543460117,189.1,6.728522145423973e-16,7.057942011097601e-17,7.263760904569641e+38,1.0243162398999517e+38,1.4759797712548533e+38,2.4874862445017887e+37,./fits files/Other Supernova/SN2013da/2/AIS_225/AIS_225_sg87-fd-int.fits
PTF10bjs,0.030027,0.0010016436513017115,89.05,5.801362142636744e-17,3.020035344366224e-17,1.2258090882971527e+38,6.435800848272483e+37,4.795757984465017e+37,2.5378738259706177e+37,./fits files/Friedman Supernova/6374539747959767040/AIS_103_sg02-fd-int.fits
LSQ13cwp,0.067,0.0010034327996752072,179.05,1.8635738235246226e-19,1.2071191657225719e-18,2.0695321680333254e+36,1.3405432264795043e+37,3.9655890014774046e+36,2.5687441331857934e+37,./fits files/Other Supernova/LSQ13cwp/1/AIS_177/AIS_177_sg40-fd-int.fits
SNF20080522-011,0.03777,0.0010019056624074067,134.0,1.5025928906520438e-17,1.2529458037669409e-17,5.081953857740595e+37,4.246672213798332e+37,3.1351379905255347e+37,2.625026688627735e+37,./fits files/Friedman Supernova/6382772921093324800/AIS_337_sg30-fd-int.fits
SN2012fb,0.038,0.0010019143593461592,91.0,1.0138925045404354e-17,1.2489333983342435e-17,3.472185957110982e+37,4.281250695964509e+37,2.1679941815668575e+37,2.6755679285786103e+37,./fits files/Other Supernova/SN2012fb/1/AIS_63/AIS_63_sg04-fd-int.fits
PS15sv,0.033,0.00100173718282992,184.0,6.367126438980177e-17,2.201034467805145e-17,1.632213278758181e+38,5.732992891454133e+37,7.7027974037755705e+37,2.7450764108010483e+37,./fits files/Other Supernova/PS15sv/1/AIS_338/AIS_338_sg97-fd-int.fits
SN2013da,0.0216,0.0010014264543460117,120.0,7.110621709466386e-16,9.108087082302171e-17,7.676255627029902e+38,1.220744886646168e+38,1.5597977650048558e+38,2.8679500567380047e+37,./fits files/Other Supernova/SN2013da/1/AIS_235/AIS_235_sg08-fd-int.fits
SN2013b,0.06585,0.0010033566693673913,1575.1,2.589605431982625e-18,1.5171437596367626e-18,2.773374318098863e+37,1.627214283450732e+37,5.136058738989929e+37,3.0174085245715303e+37,./fits files/Other Supernova/SN2013be/2/NGA_Virgo_MOS07/NGA_Virgo_MOS07-fd-int.fits
LSQ14ahm,0.05,0.001002441211974061,75.0,1.4559345487591343e-18,5.213199238491048e-18,8.786250169787974e+36,3.1462649367173433e+37,9.44768617187226e+36,3.3833257080184333e+37,./fits files/Other Supernova/LSQ14ahm/1/AIS_321/AIS_321_sg31-fd-int.fits
SN2009do,0.039734,0.0010019816236937805,102.05,1.4122100763449473e-17,1.3918971875307228e-17,5.30133656631834e+37,5.232327947964595e+37,3.6163106949999835e+37,3.573812022855501e+37,./fits files/Friedman Supernova/6374539787688214528/AIS_103_sg39-fd-int.fits
