Sn Name,Red shift,Redshift error,ArcMin^2 per Kpc^2 at Redshift,ArcMin^2 / Kpc^2 error,Photometry N/s,Exposure Time (s),Photometry Error N^(1/2)/s,Flux (erg s-1 cm-2 A-1 px-1),Flux error (erg s-1 cm-2 A-1 px-1),Luminosity (erg s-1 A-1 px-1),Luminosity Error (erg s-1 A-1 px-1),Surface Brightness (erg s-1 A-1 Kpc^-2),Surface Brightness error (erg s-1 A-1 Kpc^-2),log10 of Surface Brightness,Error in log10,File Path
ASASSN-14ay,0.030869,0.0010016692461212056,0.0006720510651618643,4.341046998702913e-05,0.02749090801665159,67.05,0.020248606517609423,5.6631270514302276e-18,4.171212942627541e-18,1.2662507366842501e+37,9.364475589603779e+36,1.3615762501610329e+37,1.0107785264807703e+37,37.134041967451175,0.32240246289914426,./fits files/Other Supernova/ASASSN-14ay/1/AIS_114/AIS_114_sg29-nd-int.fits
ASASSN-14iu,0.016855,0.0010013353456704824,0.002240428634763475,0.0002671055535335494,0.6952850636299668,213.05,0.05712690290674123,1.4322872310777315e-16,1.1768141998788693e-17,9.347076182986334e+37,1.362087964650602e+37,3.3506331410685217e+38,6.308531385069859e+37,38.52512687978053,0.08176843760864863,./fits files/Other Supernova/ASASSN-14iu/1/AIS_80/AIS_80_sg28-nd-int.fits
ASASSN-15fj,0.045,0.0010022042623457678,0.00031822012294804625,1.4046947765381266e-05,0.04064973753799818,109.0,0.019311483097630908,8.373845932827625e-18,3.978165518111967e-18,4.0633911273177527e+37,1.9394312293637338e+37,2.0688845185936884e+37,9.916797573393514e+36,37.31573624980676,0.20817065551845731,./fits files/Other Supernova/ASASSN-15fj/2/AIS_0/AIS_0_sg49-nd-int.fits
CSS121006:232854+085452,0.08,0.0010043845794634766,0.00010227617188434638,2.52246361959895e-06,0.01880254652368791,1643.35,0.0033825428393737134,3.873324583879709e-18,6.968038249109849e-19,6.246196734763201e+37,1.1358190936711998e+37,1.0221393453889346e+37,1.875693479097321e+36,37.0095101059829,0.07969591733149788,./fits files/Other Supernova/CSS121006:232854+085452/1/NGRG_HCG96/NGRG_HCG96-nd-int.fits
CSS130218:092354+385837,0.05,0.001002441211974061,0.0002583304528498816,1.0251625652155457e-05,0.012586396373409749,1662.0,0.0027519160519128704,2.592797652922408e-18,5.668947066940513e-19,1.5646973167599573e+37,3.482348063547374e+36,6.46734346258551e+36,1.4620571449778457e+36,36.810725925729045,0.09817993337828014,./fits files/Other Supernova/CSS130218:092354+385837/1/MISDR3_03922_0938/MISDR3_03922_0938-nd-int.fits
CSS130317:082848+293031,0.08,0.0010043845794634766,0.00010227617188434638,2.52246361959895e-06,0.004496775646338328,215.0,0.004573317951035616,9.263357831456955e-19,9.42103497913337e-19,1.4938266645816045e+37,1.5197702381654978e+37,2.4445259633946877e+36,2.487711188288114e+36,36.388194654281044,0.4419667689445074,./fits files/Other Supernova/CSS130317:082848+293031/1/AIS_215/AIS_215_sg74-nd-int.fits
CSS140501:170414+174839,0.07,0.0010036375757533317,0.0001329843744525163,3.754915248487816e-06,0.015982432037340122,135.0,0.010880642506920467,3.292380999692065e-18,2.241412356425616e-18,4.0080741494063024e+37,2.7313131778205385e+37,8.528179736289574e+36,5.816538176744986e+36,36.93085634478477,0.29620511199955024,./fits files/Other Supernova/CSS140501:170414+174839/1/AIS_131/AIS_131_sg29-nd-int.fits
PTF13dad,0.086,0.0010048802831501993,8.87437065542055e-05,2.0339771148853537e-06,0.026984790211844186,151.0,0.013368142023386816,5.558866783639902e-18,2.753837256817684e-18,1.044641014627607e+38,5.181565824166663e+37,1.4832850505055973e+37,7.36515200796095e+36,37.17122461964985,0.21564599969141435,./fits files/Other Supernova/iPTF13dad/1/AIS_58/AIS_58_sg63-nd-int.fits
iPTF13dkj,0.03,0.0010016428422666558,0.0007112778969674802,4.728898881493714e-05,0.36734041809856294,160.1,0.04790034941628581,7.567212612830396e-17,9.867471979754878e-18,1.5959886283828225e+38,2.349193682655244e+37,1.816306296288235e+38,2.9335546020019295e+37,38.25918908844217,0.07014381762673519,./fits files/Other Supernova/iPTF13dkj/1/AIS_145/AIS_145_sg20-nd-int.fits
iPTF13dkl,0.04,0.0010019922072870748,0.0004018580929844287,1.9980164727480254e-05,0.07688823923591112,346.05,0.014905980345835809,1.5838977282597692e-17,3.0706319512421767e-18,6.028091219123187e+37,1.2093015486798156e+37,3.875899586644837e+37,8.010726552321345e+36,37.588372517209756,0.08976017721657803,./fits files/Other Supernova/iPTF13dkl/1/AIS_149/AIS_149_sg59-nd-int.fits
